variable_nombre,variable_valor,status
The Name of God ...,3725,1.0
The Maze Runner (The ...,2093,1.0
The Lover's Dictionary,5809,1.0
The Lonely Ones,4359,1.0
The Lean Startup: How ...,3392,1.0
The Last Painting of ...,5555,1.0
"The Land of 10,000 ...",2964,1.0
The Infinities,2741,1.0
The Husband's Secret,5251,1.0
The Hitchhiker's Guide to ...,4780,1.0
The Guns of August,1454,1.0
The Guernsey Literary and ...,4953,1.0
The Goldfinch,4358,1.0
The Giver (The Giver ...,1230,1.0
The Girl with All ...,4947,1.0
The Girl Who Played ...,2214,1.0
The Girl Who Kicked ...,5748,1.0
The Exiled,4345,1.0
The End of Faith: ...,2213,1.0
"The Elegant Universe: Superstrings, ...",1303,1.0
The Disappearing Spoon: And ...,5735,1.0
The Devil Wears Prada ...,4429,1.0
The Demon-Haunted World: Science ...,5225,1.0
The Day the Crayons ...,2633,1.0
The Da Vinci Code ...,2296,1.0
The Cuckoo's Calling (Cormoran ...,1921,1.0
The Complete Stories and ...,2678,1.0
The Complete Poems,4132,1.0
The Catcher in the ...,2455,1.0
The Cat in the ...,1626,1.0
The Case for Christ ...,4784,1.0
The Book Thief,5349,1.0
The Book of Basketball: ...,4484,1.0
The Blind Side: Evolution ...,5371,1.0
The Autobiography of Malcolm ...,2343,1.0
The Art of Simple ...,3432,1.0
The Art of Fielding,2210,1.0
"Surely You're Joking, Mr. ...",2583,1.0
Stiff: The Curious Lives ...,3674,1.0
Spilled Milk: Based on ...,4951,1.0
Something Borrowed (Darcy & ...,4896,1.0
Something Blue (Darcy & ...,5462,1.0
Soldier (Talon #3),2472,1.0
Shopaholic & Baby (Shopaholic ...,4645,1.0
Seven Days in the ...,5233,1.0
Seven Brief Lessons on ...,3060,1.0
Scarlet (The Lunar Chronicles ...,1457,1.0
Sarah's Key,4629,1.0
"Saga, Volume 3 (Saga ...",2157,1.0
Running with Scissors,1291,1.0
Rogue Lawyer (Rogue Lawyer ...,5011,1.0
Rise of the Rocket ...,4167,1.0
Rework,4488,1.0
Reservations for Two,1110,1.0
Red: The True Story ...,2854,1.0
Ready Player One,1907,1.0
Quiet: The Power of ...,4355,1.0
Prodigy: The Graphic Novel ...,4363,1.0
Persepolis: The Story of ...,3913,1.0
Packing for Mars: The ...,5668,1.0
Outliers: The Story of ...,1416,1.0
Original Fake,3145,1.0
Orange Is the New ...,2461,1.0
One for the Money ...,3287,1.0
Notes from a Small ...,4017,1.0
Night (The Night Trilogy ...,1351,1.0
Neither Here nor There: ...,3895,1.0
Naked,3169,1.0
Morning Star (Red Rising ...,2940,1.0
Miracles from Heaven: A ...,5783,1.0
Midnight Riot (Peter Grant/ ...,5546,1.0
Me Talk Pretty One ...,5760,1.0
Manuscript Found in Accra,3498,1.0
Lust & Wonder,1187,1.0
Lila (Gilead #3),1247,1.0
"Life, the Universe and ...",3326,1.0
Life Without a Recipe,5904,1.0
Life After Life,2613,1.0
Letter to a Christian ...,2220,1.0
Let's Pretend This Never ...,4511,1.0
Legend (Legend #1),4369,1.0
"Lean In: Women, Work, ...",2502,1.0
Lamb: The Gospel According ...,5550,1.0
Lady Renegades (Rebel Belle ...,5304,1.0
Jurassic Park (Jurassic Park ...,4497,1.0
It's Never Too Late ...,4238,1.0
Is Everyone Hanging Out ...,2011,1.0
Into the Wild,5670,1.0
Inferno (Robert Langdon #4),4100,1.0
In the Garden of ...,2885,1.0
If I Run (If ...,4997,1.0
I've Got Your Number,1969,1.0
I Am Malala: The ...,2888,1.0
Hungry Girl Clean & ...,3314,1.0
House of Lost Worlds: ...,4370,1.0
House of Leaves,5489,1.0
Horrible Bear!,3752,1.0
Holidays on Ice,5107,1.0
Heir to the Sky,4407,1.0
Green Eggs and Ham ...,1079,1.0
"Grayson, Vol 3: Nemesis ...",4272,1.0
Gratitude,2666,1.0
Gone Girl,3760,1.0
Golden (Heart of Dread ...,4221,1.0
Girl in the Blue ...,4683,1.0
"Fruits Basket, Vol. 3 ...",4517,1.0
Friday Night Lights: A ...,5122,1.0
Fire Bound (Sea Haven/Sisters ...,2128,1.0
Fifty Shades Freed (Fifty ...,1536,1.0
Fellside,3862,1.0
Extreme Prey (Lucas Davenport ...,2540,1.0
Eragon (The Inheritance Cycle ...,4387,1.0
Eclipse (Twilight #3),1874,1.0
Dune (Dune #1),5486,1.0
Dracula,5262,1.0
Do Androids Dream of ...,5148,1.0
Disrupted: My Misadventure in ...,1528,1.0
Dead Wake: The Last ...,3924,1.0
"David and Goliath: Underdogs, ...",1781,1.0
Darkfever (Fever #1),5602,1.0
Dark Places,2390,1.0
Crazy Rich Asians (Crazy ...,4913,1.0
Counting Thyme,1062,1.0
Cosmos,3617,1.0
Civilization and Its Discontents,5995,1.0
Cinder (The Lunar Chronicles ...,2609,1.0
Catastrophic Happiness: Finding Joy ...,3735,1.0
Career of Evil (Cormoran ...,2472,1.0
Breaking Dawn (Twilight #4),3528,1.0
Brave Enough,5132,1.0
Boy Meets Boy,2112,1.0
Born to Run: A ...,2735,1.0
Blink: The Power of ...,2174,1.0
Black Flags: The Rise ...,4087,1.0
"Black Butler, Vol. 1 ...",4931,1.0
Big Little Lies,2211,1.0
Between Shades of Gray,2079,1.0
Best of My Love ...,2741,1.0
Beowulf,3835,1.0
Beautiful Creatures (Caster Chronicles ...,2155,1.0
Awkward,3802,1.0
Ash,2206,1.0
Are We There Yet?,1066,1.0
Are We Smart Enough ...,5658,1.0
Annie on My Mind,3683,1.0
And Then There Were ...,3501,1.0
A Walk in the ...,3048,1.0
A Visit from the ...,1408,1.0
A Storm of Swords ...,3122,1.0
A Heartbreaking Work of ...,5429,1.0
8 Keys to Mental ...,3104,1.0
#GIRLBOSS,5096,1.0
The Suffragettes (Little Black ...,1189,1.0
The Sense of an ...,3138,1.0
"The Sandman, Vol. 2: ...",5481,1.0
The Course of Love,1678,1.0
Sugar Rush (Offensive Line ...,2442,1.0
"Saga, Volume 2 (Saga ...",1175,1.0
"Run, Spot, Run: The ...",2002,1.0
New Moon (Twilight #2),1286,1.0
Life,3158,1.0
Kindle Paperwhite User's Guide,3400,1.0
H is for Hawk,5742,1.0
Girl Online On Tour ...,5347,1.0
"Fruits Basket, Vol. 2 ...",1164,1.0
Diary of a Minecraft ...,5288,1.0
"Y: The Last Man, ...",1851,1.0
While You Were Mine,4132,1.0
Where Lightning Strikes (Bleeding ...,3977,1.0
When I'm Gone,5196,1.0
Ways of Seeing,3951,1.0
"Vampire Knight, Vol. 1 ...",1540,1.0
Vampire Girl (Vampire Girl ...,5382,1.0
Twenty Love Poems and ...,3095,1.0
Travels with Charley: In ...,5782,1.0
Three Wishes (River of ...,4418,1.0
This One Moment (Pushing ...,4871,1.0
The Zombie Room,1969,1.0
The Wicked + The ...,3652,1.0
The Tumor,4156,1.0
The Story of Hong ...,4319,1.0
The Silent Wife,1234,1.0
The Silent Twin (Detective ...,3625,1.0
The Selfish Gene,2945,1.0
The Secret Healer,3456,1.0
"The Sandman, Vol. 1: ...",5412,1.0
The Republic,3378,1.0
The Odyssey,2964,1.0
The No. 1 Ladies' ...,5770,1.0
The Nicomachean Ethics,3634,1.0
The Name of the ...,5059,1.0
The Mirror & the ...,2938,1.0
The Little Prince,4542,1.0
The Light of the ...,5443,1.0
The Last Girl (The ...,3626,1.0
The Iliad,1616,1.0
The Hook Up (Game ...,3629,1.0
The Haters,2789,1.0
The Girl You Lost,1229,1.0
The Girl In The ...,1585,1.0
The End of the ...,1440,1.0
The Edge of Reason ...,1918,1.0
The Complete Maus (Maus ...,1064,1.0
The Communist Manifesto,1476,1.0
The Bhagavad Gita,5749,1.0
The Bette Davis Club,3066,1.0
The Art of Not ...,4083,1.0
Taking Shots (Assassins #1),1888,1.0
Starlark,2583,1.0
"Skip Beat!, Vol. 01 ...",4212,1.0
Sister Sable (The Mad ...,1333,1.0
Shatter Me (Shatter Me ...,4240,1.0
Shameless,5835,1.0
Shadow Rites (Jane Yellowrock ...,2172,1.0
Settling the Score (The ...,4491,1.0
Sense and Sensibility,3746,1.0
"Saga, Volume 1 (Saga ...",2848,1.0
"Rhythm, Chord & Malykhin",2834,1.0
"Rat Queens, Vol. 1: ...",4696,1.0
Paradise Lost (Paradise #1),2496,1.0
"Paper Girls, Vol. 1 ...",2171,1.0
Ouran High School Host ...,2987,1.0
Origins (Alphas 0.5),2899,1.0
One Second (Seven #7),5294,1.0
On the Road (Duluoz ...,3236,1.0
Old Records Never Die: ...,5566,1.0
Off Sides (Off #1),3945,1.0
Of Mice and Men,4711,1.0
Myriad (Prentor #1),5875,1.0
My Perfect Mistake (Over ...,3892,1.0
"Ms. Marvel, Vol. 1: ...",3939,1.0
Meditations,2589,1.0
Matilda,2834,1.0
Lost Among the Living,2770,1.0
Lord of the Flies,2489,1.0
Listen to Me (Fusion ...,5899,1.0
Kitchens of the Great ...,5720,1.0
Jane Eyre,3843,1.0
Imperfect Harmony,3474,1.0
Icing (Aces Hockey #2),4044,1.0
"Hawkeye, Vol. 1: My ...",4524,1.0
Having the Barbarian's Baby ...,3496,1.0
"Giant Days, Vol. 1 ...",5676,1.0
"Fruits Basket, Vol. 1 ...",4028,1.0
Frankenstein,3800,1.0
Forever Rockers (The Rocker ...,2880,1.0
Fighting Fate (Fighting #6),3924,1.0
Emma,3293,1.0
"Eat, Pray, Love",5132,1.0
Deep Under (Walker Security ...,4709,1.0
Choosing Our Religion: The ...,2842,1.0
Charlie and the Chocolate ...,2285,1.0
Charity's Cross (Charles Towne ...,4124,1.0
Bright Lines,3907,1.0
Bridget Jones's Diary (Bridget ...,2982,1.0
Bounty (Colorado Mountain #7),3726,1.0
Blood Defense (Samantha Brinkman ...,2030,1.0
"Bleach, Vol. 1: Strawberry ...",3465,1.0
Beyond Good and Evil,4338,1.0
Alice in Wonderland (Alice's ...,5553,1.0
"Ajin: Demi-Human, Volume 1 ...",5706,1.0
A Spy's Devotion (The ...,1697,1.0
1st to Die (Women's ...,5398,1.0
"1,000 Places to See ...",2608,1.0
