variable_nombre,variable_valor,status
Team of Rivals: The Political Genius of Abraham Lincoln,2012,1.0
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,2090,1.0
"Sit, Stay, Love",2090,1.0
Sister Dear,4020,1.0
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",5287,1.0
"Rich Dad, Poor Dad",5174,1.0
Raymie Nightingale,3441,1.0
Playing from the Heart,3238,1.0
Nightstruck: A Novel,5035,1.0
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",1138,1.0
Meternity,4358,1.0
Memoirs of a Geisha,4967,1.0
Like Never Before (Walker Family #2),2877,1.0
Life of Pi,1322,1.0
Leave This Song Behind: Teen Poetry at Its Best,5117,1.0
King's Folly (The Kinsman Chronicles #1),3961,1.0
John Adams,5743,1.0
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),4601,1.0
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,2825,1.0
Good in Bed (Cannie Shapiro #1),3705,1.0
"Fruits Basket, Vol. 7 (Fruits Basket #7)",1957,1.0
For the Love: Fighting for Grace in a World of Impossible Standards,4513,1.0
Finding God in the Ruins: How God Redeems Pain,4664,1.0
Every Heart a Doorway (Every Heart A Doorway #1),1216,1.0
Delivering the Truth (Quaker Midwife Mystery #1),2089,1.0
Counted With the Stars (Out from Egypt #1),1797,1.0
"Chronicles, Vol. 1",5260,1.0
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,2577,1.0
Benjamin Franklin: An American Life,4819,1.0
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",2993,1.0
A Summer In Europe,4434,1.0
A Short History of Nearly Everything,5240,1.0
A Gathering of Shadows (Shades of Magic #2),4481,1.0
The Sound Of Love,5784,1.0
The Rise and Fall of the Third Reich: A History of Nazi Germany,3967,1.0
The Perks of Being a Wallflower,5502,1.0
The Mysterious Affair at Styles (Hercule Poirot #1),2480,1.0
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,5945,1.0
The Makings of a Fatherless Child,3158,1.0
The Joy of Cooking,4327,1.0
The Invention of Wings,3734,1.0
The Hobbit (Middle-Earth Universe),1780,1.0
The Great Railway Bazaar,3054,1.0
The Golden Compass (His Dark Materials #1),1877,1.0
The God Delusion,4685,1.0
The Girl You Left Behind (The Girl You Left Behind #1),1579,1.0
The Fellowship of the Ring (The Lord of the Rings #1),1027,1.0
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),1542,1.0
The Barefoot Contessa Cookbook,5992,1.0
Tell the Wolves I'm Home,5096,1.0
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,3060,1.0
Pride and Prejudice,1927,1.0
Musicophilia: Tales of Music and the Brain,4658,1.0
Mere Christianity,4851,1.0
Me Before You (Me Before You #1),1902,1.0
In the Woods (Dublin Murder Squad #1),3838,1.0
In Cold Blood,4998,1.0
How to Stop Worrying and Start Living,4649,1.0
Give It Back,1832,1.0
"Girl, Interrupted",4214,1.0
Fun Home: A Family Tragicomic,5659,1.0
"Fruits Basket, Vol. 6 (Fruits Basket #6)",2096,1.0
Deception Point,4032,1.0
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",3639,1.0
Catherine the Great: Portrait of a Woman,5855,1.0
Better Homes and Gardens New Cook Book,3961,1.0
An Unquiet Mind: A Memoir of Moods and Madness,2130,1.0
A Year in Provence (Provence #1),5688,1.0
World Without End (The Pillars of the Earth #2),3297,1.0
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",4731,1.0
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,4867,1.0
Where She Went (If I Stay #2),4173,1.0
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,5368,1.0
Two Summers,1464,1.0
This Is Your Brain on Music: The Science of a Human Obsession,3840,1.0
The Secret Garden,1508,1.0
The Raven King (The Raven Cycle #4),3057,1.0
The Raven Boys (The Raven Cycle #1),5774,1.0
The Power Greens Cookbook: 140 Delicious Superfood Recipes,1105,1.0
The Metamorphosis,2858,1.0
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,4291,1.0
The Little Paris Bookshop,2473,1.0
The Hiding Place,5591,1.0
The Grand Design,1376,1.0
The Firm,4556,1.0
The Fault in Our Stars,4722,1.0
The False Prince (The Ascendance Trilogy #1),5600,1.0
The Expatriates,4458,1.0
The Dream Thieves (The Raven Cycle #2),3450,1.0
The Darkest Corners,1133,1.0
The Crossover,3877,1.0
The 5th Wave (The 5th Wave #1),1183,1.0
Tell the Wind and Fire,4551,1.0
Tell Me Three Things,4181,1.0
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,2515,1.0
Siddhartha,3422,1.0
Shiver (The Wolves of Mercy Falls #1),1623,1.0
Remember Me?,1148,1.0
Red Dragon (Hannibal Lecter #1),2337,1.0
Peak: Secrets from the New Science of Expertise,1628,1.0
My Mother Was Nuts,3163,1.0
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,2491,1.0
Maybe Something Beautiful: How Art Transformed a Neighborhood,2254,1.0
Lola and the Boy Next Door (Anna and the French Kiss #2),2363,1.0
Logan Kade (Fallen Crest High #5.5),1312,1.0
Last One Home (New Beginnings #1),5998,1.0
Killing Floor (Jack Reacher #1),3149,1.0
Kill the Boy Band,1552,1.0
Isla and the Happily Ever After (Anna and the French Kiss #3),4813,1.0
If I Stay (If I Stay #1),3813,1.0
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),3655,1.0
Harry Potter and the Deathly Hallows (Harry Potter #7),2332,1.0
"Fruits Basket, Vol. 5 (Fruits Basket #5)",1633,1.0
Foundation (Foundation (Publication Order) #1),3242,1.0
Fool Me Once,1696,1.0
Find Her (Detective D.D. Warren #8),2237,1.0
Evicted: Poverty and Profit in the American City,4227,1.0
Drama,3870,1.0
Dracula the Un-Dead,3563,1.0
Digital Fortress,5800,1.0
"Death Note, Vol. 5: Whiteout (Death Note #5)",5241,1.0
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",3235,1.0
Critique of Pure Reason,2075,1.0
Booked,1749,1.0
"Blue Lily, Lily Blue (The Raven Cycle #3)",3413,1.0
Approval Junkie: Adventures in Caring Too Much,5881,1.0
An Abundance of Katherines,1000,1.0
America's War for the Greater Middle East: A Military History,5122,1.0
Alight (The Generations Trilogy #2),5859,1.0
A Girl's Guide to Moving On (New Beginnings #2),3130,1.0
A Game of Thrones (A Song of Ice and Fire #1),4642,1.0
A Feast for Crows (A Song of Ice and Fire #4),1721,1.0
A Clash of Kings (A Song of Ice and Fire #2),1079,1.0
Vogue Colors A to Z: A Fashion Coloring Book,5235,1.0
The Shining (The Shining #1),2788,1.0
The Pilgrim's Progress,5026,1.0
The Perfect Play (Play by Play #1),5999,1.0
The Passion of Dolssa,2832,1.0
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,3871,1.0
The Hunger Games (The Hunger Games #1),2985,1.0
The Hound of the Baskervilles (Sherlock Holmes #5),1482,1.0
The Gunning of America: Business and the Making of American Gun Culture,1681,1.0
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,2823,1.0
The Demonists (Demonist #1),5211,1.0
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",2788,1.0
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),5971,1.0
The Beast (Black Dagger Brotherhood #14),4608,1.0
Some Women,1373,1.0
Shopaholic Ties the Knot (Shopaholic #3),4839,1.0
Paper and Fire (The Great Library #2),4945,1.0
Outlander (Outlander #1),1967,1.0
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",1236,1.0
No One Here Gets Out Alive,2002,1.0
Night Shift (Night Shift #1-20),1275,1.0
Needful Things,4751,1.0
Mockingjay (The Hunger Games #3),2044,1.0
Misery,3479,1.0
Little Women (Little Women #1),2807,1.0
It,2501,1.0
Harry Potter and the Sorcerer's Stone (Harry Potter #1),1390,1.0
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),2417,1.0
Harry Potter and the Order of the Phoenix (Harry Potter #5),3163,1.0
Harry Potter and the Half-Blood Prince (Harry Potter #6),4875,1.0
Harry Potter and the Chamber of Secrets (Harry Potter #2),1474,1.0
Gone with the Wind,3249,1.0
God Is Not Great: How Religion Poisons Everything,2780,1.0
Girl With a Pearl Earring,2677,1.0
"Fruits Basket, Vol. 4 (Fruits Basket #4)",5044,1.0
Far From True (Promise Falls Trilogy #2),3493,1.0
Dark Lover (Black Dagger Brotherhood #1),1287,1.0
Confessions of a Shopaholic (Shopaholic #1),4894,1.0
Changing the Game (Play by Play #2),1338,1.0
Candide,5863,1.0
Can You Keep a Secret?,2194,1.0
Atlas Shrugged,2658,1.0
Animal Farm,5722,1.0
A Walk to Remember,5643,1.0
A New Earth: Awakening to Your Life's Purpose,5565,1.0
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",2762,1.0
'Salem's Lot,4956,1.0
Zero History (Blue Ant #3),3477,1.0
Wuthering Heights,1773,1.0
World War Z: An Oral History of the Zombie War,2180,1.0
Wild: From Lost to Found on the Pacific Crest Trail,4602,1.0
"Where'd You Go, Bernadette",1813,1.0
When You Are Engulfed in Flames,3089,1.0
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,3195,1.0
We Are All Completely Beside Ourselves,2404,1.0
Walk the Edge (Thunder Road #2),3236,1.0
Voyager (Outlander #3),2107,1.0
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,5066,1.0
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,1366,1.0
"Unstuffed: Decluttering Your Home, Mind, and Soul",5809,1.0
Under the Banner of Heaven: A Story of Violent Faith,3000,1.0
Two Boys Kissing,3274,1.0
Twilight (Twilight #1),4193,1.0
Twenties Girl,4280,1.0
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",5351,1.0
Three-Martini Lunch,2321,1.0
"Thinking, Fast and Slow",2114,1.0
The Wild Robot,5607,1.0
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",1441,1.0
The Undomestic Goddess,4575,1.0
The Travelers,1577,1.0
The Tipping Point: How Little Things Can Make a Big Difference,1002,1.0
The Thing About Jellyfish,4877,1.0
The Stand,5786,1.0
The Smitten Kitchen Cookbook,2359,1.0
The Silkworm (Cormoran Strike #2),2305,1.0
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",5555,1.0
The Rose & the Dagger (The Wrath and the Dawn #2),5864,1.0
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),2321,1.0
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),4257,1.0
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),1092,1.0
The Rest Is Noise: Listening to the Twentieth Century,3477,1.0
The Red Tent,3566,1.0
The Purpose Driven Life: What on Earth Am I Here for?,3719,1.0
The Purest Hook (Second Circle Tattoos #3),1225,1.0
The Picture of Dorian Gray,2970,1.0
The Paris Wife,3680,1.0
The Obsession,4543,1.0
The Nightingale,2626,1.0
The New Guy (and Other Senior Year Distractions),4492,1.0
The Nanny Diaries (Nanny #1),5253,1.0
The Name of God is Mercy,3725,1.0
The Maze Runner (The Maze Runner #1),2093,1.0
The Lover's Dictionary,5809,1.0
The Lonely Ones,4359,1.0
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,3392,1.0
The Last Painting of Sara de Vos,5555,1.0
"The Land of 10,000 Madonnas",2964,1.0
The Infinities,2741,1.0
The Husband's Secret,5251,1.0
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),4780,1.0
The Guns of August,1454,1.0
The Guernsey Literary and Potato Peel Pie Society,4953,1.0
The Goldfinch,4358,1.0
The Giver (The Giver Quartet #1),1230,1.0
The Girl with All the Gifts,4947,1.0
The Girl Who Played with Fire (Millennium Trilogy #2),2214,1.0
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),5748,1.0
The Exiled,4345,1.0
"The End of Faith: Religion, Terror, and the Future of Reason",2213,1.0
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",1303,1.0
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",5735,1.0
The Devil Wears Prada (The Devil Wears Prada #1),4429,1.0
The Demon-Haunted World: Science as a Candle in the Dark,5225,1.0
The Day the Crayons Came Home (Crayons),2633,1.0
The Da Vinci Code (Robert Langdon #2),2296,1.0
The Cuckoo's Calling (Cormoran Strike #1),1921,1.0
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),2678,1.0
The Complete Poems,4132,1.0
The Catcher in the Rye,2455,1.0
The Cat in the Hat (Beginner Books B-1),1626,1.0
The Case for Christ (Cases for Christianity),4784,1.0
The Book Thief,5349,1.0
The Book of Basketball: The NBA According to The Sports Guy,4484,1.0
The Blind Side: Evolution of a Game,5371,1.0
The Autobiography of Malcolm X,2343,1.0
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",3432,1.0
The Art of Fielding,2210,1.0
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",2583,1.0
Stiff: The Curious Lives of Human Cadavers,3674,1.0
Spilled Milk: Based on a True Story,4951,1.0
Something Borrowed (Darcy & Rachel #1),4896,1.0
Something Blue (Darcy & Rachel #2),5462,1.0
Soldier (Talon #3),2472,1.0
Shopaholic & Baby (Shopaholic #5),4645,1.0
Seven Days in the Art World,5233,1.0
Seven Brief Lessons on Physics,3060,1.0
Scarlet (The Lunar Chronicles #2),1457,1.0
Sarah's Key,4629,1.0
"Saga, Volume 3 (Saga (Collected Editions) #3)",2157,1.0
Running with Scissors,1291,1.0
Rogue Lawyer (Rogue Lawyer #1),5011,1.0
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",4167,1.0
Rework,4488,1.0
Reservations for Two,1110,1.0
Red: The True Story of Red Riding Hood,2854,1.0
Ready Player One,1907,1.0
Quiet: The Power of Introverts in a World That Can't Stop Talking,4355,1.0
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),4363,1.0
Persepolis: The Story of a Childhood (Persepolis #1-2),3913,1.0
Packing for Mars: The Curious Science of Life in the Void,5668,1.0
Outliers: The Story of Success,1416,1.0
Original Fake,3145,1.0
Orange Is the New Black,2461,1.0
One for the Money (Stephanie Plum #1),3287,1.0
Notes from a Small Island (Notes From a Small Island #1),4017,1.0
Night (The Night Trilogy #1),1351,1.0
Neither Here nor There: Travels in Europe,3895,1.0
Naked,3169,1.0
Morning Star (Red Rising #3),2940,1.0
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",5783,1.0
Midnight Riot (Peter Grant/ Rivers of London - books #1),5546,1.0
Me Talk Pretty One Day,5760,1.0
Manuscript Found in Accra,3498,1.0
Lust & Wonder,1187,1.0
Lila (Gilead #3),1247,1.0
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",3326,1.0
Life Without a Recipe,5904,1.0
Life After Life,2613,1.0
Letter to a Christian Nation,2220,1.0
Let's Pretend This Never Happened: A Mostly True Memoir,4511,1.0
Legend (Legend #1),4369,1.0
"Lean In: Women, Work, and the Will to Lead",2502,1.0
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",5550,1.0
Lady Renegades (Rebel Belle #3),5304,1.0
Jurassic Park (Jurassic Park #1),4497,1.0
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,4238,1.0
Is Everyone Hanging Out Without Me? (And Other Concerns),2011,1.0
Into the Wild,5670,1.0
Inferno (Robert Langdon #4),4100,1.0
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",2885,1.0
If I Run (If I Run #1),4997,1.0
I've Got Your Number,1969,1.0
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,2888,1.0
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,3314,1.0
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",4370,1.0
House of Leaves,5489,1.0
Horrible Bear!,3752,1.0
Holidays on Ice,5107,1.0
Heir to the Sky,4407,1.0
Green Eggs and Ham (Beginner Books B-16),1079,1.0
"Grayson, Vol 3: Nemesis (Grayson #3)",4272,1.0
Gratitude,2666,1.0
Gone Girl,3760,1.0
Golden (Heart of Dread #3),4221,1.0
Girl in the Blue Coat,4683,1.0
"Fruits Basket, Vol. 3 (Fruits Basket #3)",4517,1.0
"Friday Night Lights: A Town, a Team, and a Dream",5122,1.0
Fire Bound (Sea Haven/Sisters of the Heart #5),2128,1.0
Fifty Shades Freed (Fifty Shades #3),1536,1.0
Fellside,3862,1.0
Extreme Prey (Lucas Davenport #26),2540,1.0
Eragon (The Inheritance Cycle #1),4387,1.0
Eclipse (Twilight #3),1874,1.0
Dune (Dune #1),5486,1.0
Dracula,5262,1.0
Do Androids Dream of Electric Sheep? (Blade Runner #1),5148,1.0
Disrupted: My Misadventure in the Start-Up Bubble,1528,1.0
Dead Wake: The Last Crossing of the Lusitania,3924,1.0
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",1781,1.0
Darkfever (Fever #1),5602,1.0
Dark Places,2390,1.0
Crazy Rich Asians (Crazy Rich Asians #1),4913,1.0
Counting Thyme,1062,1.0
Cosmos,3617,1.0
Civilization and Its Discontents,5995,1.0
Cinder (The Lunar Chronicles #1),2609,1.0
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,3735,1.0
Career of Evil (Cormoran Strike #3),2472,1.0
Breaking Dawn (Twilight #4),3528,1.0
Brave Enough,5132,1.0
Boy Meets Boy,2112,1.0
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",2735,1.0
Blink: The Power of Thinking Without Thinking,2174,1.0
Black Flags: The Rise of ISIS,4087,1.0
"Black Butler, Vol. 1 (Black Butler #1)",4931,1.0
Big Little Lies,2211,1.0
Between Shades of Gray,2079,1.0
Best of My Love (Fool's Gold #20),2741,1.0
Beowulf,3835,1.0
Beautiful Creatures (Caster Chronicles #1),2155,1.0
Awkward,3802,1.0
Ash,2206,1.0
Are We There Yet?,1066,1.0
Are We Smart Enough to Know How Smart Animals Are?,5658,1.0
Annie on My Mind,3683,1.0
And Then There Were None,3501,1.0
A Walk in the Woods: Rediscovering America on the Appalachian Trail,3048,1.0
A Visit from the Goon Squad,1408,1.0
A Storm of Swords (A Song of Ice and Fire #3),3122,1.0
A Heartbreaking Work of Staggering Genius,5429,1.0
8 Keys to Mental Health Through Exercise,3104,1.0
#GIRLBOSS,5096,1.0
"The Suffragettes (Little Black Classics, #96)",1189,1.0
The Sense of an Ending,3138,1.0
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",5481,1.0
The Course of Love,1678,1.0
Sugar Rush (Offensive Line #2),2442,1.0
"Saga, Volume 2 (Saga (Collected Editions) #2)",1175,1.0
"Run, Spot, Run: The Ethics of Keeping Pets",2002,1.0
New Moon (Twilight #2),1286,1.0
Life,3158,1.0
Kindle Paperwhite User's Guide,3400,1.0
H is for Hawk,5742,1.0
Girl Online On Tour (Girl Online #2),5347,1.0
"Fruits Basket, Vol. 2 (Fruits Basket #2)",1164,1.0
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),5288,1.0
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",1851,1.0
While You Were Mine,4132,1.0
Where Lightning Strikes (Bleeding Stars #3),3977,1.0
When I'm Gone,5196,1.0
Ways of Seeing,3951,1.0
"Vampire Knight, Vol. 1 (Vampire Knight #1)",1540,1.0
Vampire Girl (Vampire Girl #1),5382,1.0
Twenty Love Poems and a Song of Despair,3095,1.0
Travels with Charley: In Search of America,5782,1.0
Three Wishes (River of Time: California #1),4418,1.0
This One Moment (Pushing Limits #1),4871,1.0
The Zombie Room,1969,1.0
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",3652,1.0
The Tumor,4156,1.0
The Story of Hong Gildong,4319,1.0
The Silent Wife,1234,1.0
The Silent Twin (Detective Jennifer Knight #3),3625,1.0
The Selfish Gene,2945,1.0
The Secret Healer,3456,1.0
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",5412,1.0
The Republic,3378,1.0
The Odyssey,2964,1.0
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),5770,1.0
The Nicomachean Ethics,3634,1.0
The Name of the Wind (The Kingkiller Chronicle #1),5059,1.0
The Mirror & the Maze (The Wrath and the Dawn #1.5),2938,1.0
The Little Prince,4542,1.0
The Light of the Fireflies,5443,1.0
The Last Girl (The Dominion Trilogy #1),3626,1.0
The Iliad,1616,1.0
The Hook Up (Game On #1),3629,1.0
The Haters,2789,1.0
The Girl You Lost,1229,1.0
The Girl In The Ice (DCI Erika Foster #1),1585,1.0
The End of the Jesus Era (An Investigation #1),1440,1.0
The Edge of Reason (Bridget Jones #2),1918,1.0
The Complete Maus (Maus #1-2),1064,1.0
The Communist Manifesto,1476,1.0
The Bhagavad Gita,5749,1.0
The Bette Davis Club,3066,1.0
The Art of Not Breathing,4083,1.0
Taking Shots (Assassins #1),1888,1.0
Starlark,2583,1.0
"Skip Beat!, Vol. 01 (Skip Beat! #1)",4212,1.0
Sister Sable (The Mad Queen #1),1333,1.0
Shatter Me (Shatter Me #1),4240,1.0
Shameless,5835,1.0
Shadow Rites (Jane Yellowrock #10),2172,1.0
Settling the Score (The Summer Games #1),4491,1.0
Sense and Sensibility,3746,1.0
"Saga, Volume 1 (Saga (Collected Editions) #1)",2848,1.0
"Rhythm, Chord & Malykhin",2834,1.0
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",4696,1.0
Paradise Lost (Paradise #1),2496,1.0
"Paper Girls, Vol. 1 (Paper Girls #1-5)",2171,1.0
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",2987,1.0
Origins (Alphas 0.5),2899,1.0
One Second (Seven #7),5294,1.0
On the Road (Duluoz Legend),3236,1.0
Old Records Never Die: One Man's Quest for His Vinyl and His Past,5566,1.0
Off Sides (Off #1),3945,1.0
Of Mice and Men,4711,1.0
Myriad (Prentor #1),5875,1.0
My Perfect Mistake (Over the Top #1),3892,1.0
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",3939,1.0
Meditations,2589,1.0
Matilda,2834,1.0
Lost Among the Living,2770,1.0
Lord of the Flies,2489,1.0
Listen to Me (Fusion #1),5899,1.0
Kitchens of the Great Midwest,5720,1.0
Jane Eyre,3843,1.0
Imperfect Harmony,3474,1.0
Icing (Aces Hockey #2),4044,1.0
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",4524,1.0
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),3496,1.0
"Giant Days, Vol. 1 (Giant Days #1-4)",5676,1.0
"Fruits Basket, Vol. 1 (Fruits Basket #1)",4028,1.0
Frankenstein,3800,1.0
Forever Rockers (The Rocker #12),2880,1.0
Fighting Fate (Fighting #6),3924,1.0
Emma,3293,1.0
"Eat, Pray, Love",5132,1.0
Deep Under (Walker Security #1),4709,1.0
Choosing Our Religion: The Spiritual Lives of America's Nones,2842,1.0
Charlie and the Chocolate Factory (Charlie Bucket #1),2285,1.0
Charity's Cross (Charles Towne Belles #4),4124,1.0
Bright Lines,3907,1.0
Bridget Jones's Diary (Bridget Jones #1),2982,1.0
Bounty (Colorado Mountain #7),3726,1.0
Blood Defense (Samantha Brinkman #1),2030,1.0
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",3465,1.0
Beyond Good and Evil,4338,1.0
Alice in Wonderland (Alice's Adventures in Wonderland #1),5553,1.0
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",5706,1.0
A Spy's Devotion (The Regency Spies of London #1),1697,1.0
1st to Die (Women's Murder Club #1),5398,1.0
"1,000 Places to See Before You Die",2608,1.0
